source_lemma,target_translation,source,source_id,uri
parva,parvus,teater,2290,https://teater.aiscr.cz/id/2290
pasionál,passional,teater,2233,https://teater.aiscr.cz/id/2233
pasquino,pasquino,teater,1894,https://teater.aiscr.cz/id/1894
pastevec,herdsmen,teater,3211,https://teater.aiscr.cz/id/3211
pastevectví,pastoralism,teater,3209,https://teater.aiscr.cz/id/3209
pastevní chov,grazing,teater,3212,https://teater.aiscr.cz/id/3212
pastvina,pasture,teater,1295,https://teater.aiscr.cz/id/1295
pastvina/louka,pasture/meadow,amcr,HES-000038,https://api.aiscr.cz/id/HES-000038
pasíř,belt maker,teater,3348,https://teater.aiscr.cz/id/3348
pasířství,girdlery,teater,3347,https://teater.aiscr.cz/id/3347
pataréni,Patarines,teater,719,https://teater.aiscr.cz/id/719
patriarcha,patriarch,teater,3123,https://teater.aiscr.cz/id/3123
patriarchát,patriarchy,teater,3661,https://teater.aiscr.cz/id/3661
patrilinearita,patrilineal kinship,teater,3662,https://teater.aiscr.cz/id/3662
patronace,patronage,teater,490,https://teater.aiscr.cz/id/490
paulikiánství,Paulician,teater,720,https://teater.aiscr.cz/id/720
pauláni,Paulaner,teater,3159,https://teater.aiscr.cz/id/3159
paulánský klášter,Minim monastery,teater,1379,https://teater.aiscr.cz/id/1379
pauzák,tracing paper,amcr,HES-000216,https://api.aiscr.cz/id/HES-000216
pavlovien,pavlovian,teater,1091,https://teater.aiscr.cz/id/1091
pazourek,flint,teater,2512,https://teater.aiscr.cz/id/2512
pařížská škola,School of Paris,teater,3782,https://teater.aiscr.cz/id/3782
pec,kiln,amcr,HES-000477,https://api.aiscr.cz/id/HES-000477
pec chlebová,bake oven,amcr,HES-000552,https://api.aiscr.cz/id/HES-000552
pec cihlářská,brick oven,amcr,HES-000548,https://api.aiscr.cz/id/HES-000548
pec dehtářská,tar pit,amcr,HES-000549,https://api.aiscr.cz/id/HES-000549
pec hrnčířská,pottery kiln,amcr,HES-000550,https://api.aiscr.cz/id/HES-000550
pec hutnická,iron-smelting furnace,amcr,HES-000551,https://api.aiscr.cz/id/HES-000551
pec kovolitecká,foundry,amcr,HES-000553,https://api.aiscr.cz/id/HES-000553
pec na chléb,bake oven,teater,1697,https://teater.aiscr.cz/id/1697
pec sklářská,glass furnace,amcr,HES-000555,https://api.aiscr.cz/id/HES-000555
pec vápenická,lime kiln,amcr,HES-000556,https://api.aiscr.cz/id/HES-000556
pecka,fruit stone,amcr,HES-000919,https://api.aiscr.cz/id/HES-000919
pedogeografie,pedogeography,teater,886,https://teater.aiscr.cz/id/886
pedologický výzkum,pedological research,teater,168,https://teater.aiscr.cz/id/168
pedologie,pedology,amcr,HES-000627,https://api.aiscr.cz/id/HES-000627
pekárna,bakery,teater,1548,https://teater.aiscr.cz/id/1548
pekáč,baking pan,amcr,HES-000761,https://api.aiscr.cz/id/HES-000761
pelagianismus,Pelagianism,teater,721,https://teater.aiscr.cz/id/721
pelasgové,Pelasgians,teater,3957,https://teater.aiscr.cz/id/3957
peliké,pelike,teater,2063,https://teater.aiscr.cz/id/2063
peloponés (řecko : poloostrov),Peloponnese,teater,4082,https://teater.aiscr.cz/id/4082
pentelikon,Penteliko Mountain,teater,4083,https://teater.aiscr.cz/id/4083
peplos,peplos,teater,2176,https://teater.aiscr.cz/id/2176
pergamen,parchment,teater,2531,https://teater.aiscr.cz/id/2531
pergamenový papír,greaseproof paper,teater,663,https://teater.aiscr.cz/id/663
pergamenový rukopis,parchment manuscript,teater,661,https://teater.aiscr.cz/id/661
pergamenový svitek,parchment scroll,teater,662,https://teater.aiscr.cz/id/662
pergamon (zaniklé město),Pergamon,teater,4084,https://teater.aiscr.cz/id/4084
peribolos,peribolos,teater,1315,https://teater.aiscr.cz/id/1315
periodizace dějin,periodization in history,teater,1070,https://teater.aiscr.cz/id/1070
peripteros,peripteros,teater,1316,https://teater.aiscr.cz/id/1316
peristyl,peristyle,teater,1593,https://teater.aiscr.cz/id/1593
perla,pearl,amcr,HES-000920,https://api.aiscr.cz/id/HES-000920
perleť/mušle,nacre/shell,amcr,HES-001003,https://api.aiscr.cz/id/HES-001003
permská literatura,Permic literature,teater,2886,https://teater.aiscr.cz/id/2886
permština,Permyak,teater,2873,https://teater.aiscr.cz/id/2873
perská říše,Persian Empire,teater,4085,https://teater.aiscr.cz/id/4085
peru,Peru,amcr,HES-001296,https://api.aiscr.cz/id/HES-001296
petasos,petasos,teater,2177,https://teater.aiscr.cz/id/2177
petroarcheologie,petroarchaeology,teater,351,https://teater.aiscr.cz/id/351
petroglyf,petroglyph,teater,3589,https://teater.aiscr.cz/id/3589
petrografická analýza,petrological analysis,teater,169,https://teater.aiscr.cz/id/169
petrografie/mineralogie,petrography,amcr,HES-000628,https://api.aiscr.cz/id/HES-000628
petrologie,petrography,teater,990,https://teater.aiscr.cz/id/990
pevnost,fortress,amcr,HES-000043,https://api.aiscr.cz/id/HES-000043
pečeněhové,Pecheneg,teater,2712,https://teater.aiscr.cz/id/2712
pečetidlo,sealing-stick,teater,679,https://teater.aiscr.cz/id/679
pečeť,seal,teater,678,https://teater.aiscr.cz/id/678
piaristický klášter,Piarist monastery,teater,1380,https://teater.aiscr.cz/id/1380
piastovci,Piast dynasty,teater,3086,https://teater.aiscr.cz/id/3086
picenum,Picenum,teater,4086,https://teater.aiscr.cz/id/4086
picí roh,drinking horn,teater,2064,https://teater.aiscr.cz/id/2064
pieria (řecko),Pieria,teater,4087,https://teater.aiscr.cz/id/4087
piktogram,pictograph,teater,3590,https://teater.aiscr.cz/id/3590
piktové,Picti,teater,2713,https://teater.aiscr.cz/id/2713
pila,saw,amcr,HES-000657,https://api.aiscr.cz/id/HES-000657
pileus,pileus,teater,2178,https://teater.aiscr.cz/id/2178
piliňská kultura,Piliny culture,teater,1172,https://teater.aiscr.cz/id/1172
pilník,file,amcr,HES-000800,https://api.aiscr.cz/id/HES-000800
pilota,pier,amcr,HES-000450,https://api.aiscr.cz/id/HES-000450
pilotové základy,piled foundations,teater,1594,https://teater.aiscr.cz/id/1594
pilíř,pillar,amcr,HES-000449,https://api.aiscr.cz/id/HES-000449
pinakothéka,pinacotheca,teater,1549,https://teater.aiscr.cz/id/1549
pinax,pinax,teater,1871,https://teater.aiscr.cz/id/1871
pinka,binge,amcr,HES-000562,https://api.aiscr.cz/id/HES-000562
pinzeta,tweezers,amcr,HES-000808,https://api.aiscr.cz/id/HES-000808
piscina,piscina,teater,1616,https://teater.aiscr.cz/id/1616
pitcairn,Pitcairn,amcr,HES-001287,https://api.aiscr.cz/id/HES-001287
pithos,pithos,teater,2065,https://teater.aiscr.cz/id/2065
pivo,beer,teater,2426,https://teater.aiscr.cz/id/2426
pivovar,brewery,amcr,HES-000080,https://api.aiscr.cz/id/HES-000080
pivovarnictví,beer industry,teater,3349,https://teater.aiscr.cz/id/3349
pivovarník,brewer,teater,3350,https://teater.aiscr.cz/id/3350
plast,plastic,amcr,HES-000942,https://api.aiscr.cz/id/HES-000942
plastika/soška,sculpture/statue,amcr,HES-000750,https://api.aiscr.cz/id/HES-000750
plastika/soška antropomorfní,anthropomorphic sculpture/statue,amcr,HES-000751,https://api.aiscr.cz/id/HES-000751
plastika/soška zoomorfní,zoomorphic sculpture/statue,amcr,HES-000752,https://api.aiscr.cz/id/HES-000752
plasy,Plasy,amcr,HES-000204,https://api.aiscr.cz/id/HES-000204
platidlo,currency,amcr,HES-000848,https://api.aiscr.cz/id/HES-000848
platnéř,platener,teater,3354,https://teater.aiscr.cz/id/3354
platnéřství,armour making,teater,3353,https://teater.aiscr.cz/id/3353
platěnická kultura,Platěnice Culture,amcr,HES-000300,https://api.aiscr.cz/id/HES-000300
plavební kanál,canal,teater,1478,https://teater.aiscr.cz/id/1478
plaňanský typ,Plaňany Type,amcr,HES-000393,https://api.aiscr.cz/id/HES-000393
plech,metal sheet,amcr,HES-000680,https://api.aiscr.cz/id/HES-000680
pleistocén,pleistocene,teater,1060,https://teater.aiscr.cz/id/1060
pleva,husk,teater,1942,https://teater.aiscr.cz/id/1942
plevel,weed,teater,1941,https://teater.aiscr.cz/id/1941
plinthos,plinth,teater,1804,https://teater.aiscr.cz/id/1804
plot,fence,teater,1635,https://teater.aiscr.cz/id/1635
plošina,platform,amcr,HES-000569,https://api.aiscr.cz/id/HES-000569
plošný objekt,polygonal feature,amcr,HES-001031,https://api.aiscr.cz/id/HES-001031
plošný odkryv,total excavation,amcr,HES-001059,https://api.aiscr.cz/id/HES-001059
pluh,plow,teater,2158,https://teater.aiscr.cz/id/2158
plužina,field system,amcr,HES-000504,https://api.aiscr.cz/id/HES-000504
plán lokality,plan of site,amcr,HES-001106,https://api.aiscr.cz/id/HES-001106
plán objektu,plan of feature,amcr,HES-001109,https://api.aiscr.cz/id/HES-001109
plán regionu,plan of region,amcr,HES-001101,https://api.aiscr.cz/id/HES-001101
plán sondy,plan of trench,amcr,HES-001108,https://api.aiscr.cz/id/HES-001108
plán výzkumu,plan of fieldwork,amcr,HES-001107,https://api.aiscr.cz/id/HES-001107
plány,plans,amcr,HES-000881,https://api.aiscr.cz/id/HES-000881
plány (digitální),plans (digital),amcr,HES-000875,https://api.aiscr.cz/id/HES-000875
plátenictví,linen industry,teater,3352,https://teater.aiscr.cz/id/3352
plátová zbroj,plate armour,teater,2021,https://teater.aiscr.cz/id/2021
pobřežní opevnění,coastal fortification,teater,1288,https://teater.aiscr.cz/id/1288
pobřeží slonoviny,Côte d'Ivoire,amcr,HES-001226,https://api.aiscr.cz/id/HES-001226
pochva,scabbard,teater,1972,https://teater.aiscr.cz/id/1972
pochva/pouzdro,sheath,amcr,HES-000677,https://api.aiscr.cz/id/HES-000677
poddanské město,tributary town,teater,1400,https://teater.aiscr.cz/id/1400
poddanství,serfdom,teater,3605,https://teater.aiscr.cz/id/3605
poddaný,retainer,teater,3645,https://teater.aiscr.cz/id/3645
podhradí,extramural settlement,teater,1446,https://teater.aiscr.cz/id/1446
podkova,horseshoe,amcr,HES-000746,https://api.aiscr.cz/id/HES-000746
podkovář,farrier,teater,3356,https://teater.aiscr.cz/id/3356
podkovářství,farriery,teater,3355,https://teater.aiscr.cz/id/3355
podlaha,floor,teater,1595,https://teater.aiscr.cz/id/1595
podlaha (konstrukce),floor (construction),amcr,HES-000451,https://api.aiscr.cz/id/HES-000451
podlaha (vrstva),floor layer,teater,1756,https://teater.aiscr.cz/id/1756
podlaha (vrstva/souvrství),floor layer/sequence,amcr,HES-000459,https://api.aiscr.cz/id/HES-000459
podloží,subsoil,amcr,HES-001159,https://api.aiscr.cz/id/HES-001159
podmokelská kultura,Podmokly group,teater,1217,https://teater.aiscr.cz/id/1217
podmokelská skupina,Podmokly Group,amcr,HES-000329,https://api.aiscr.cz/id/HES-000329
podmořská archeologie,maritime archaeology,teater,33,https://teater.aiscr.cz/id/33
podolská kultura,Podolí Culture,amcr,HES-000353,https://api.aiscr.cz/id/HES-000353
podolí,Podolia,teater,3016,https://teater.aiscr.cz/id/3016
podorničí/podloží,subsoil,amcr,HES-000248,https://api.aiscr.cz/id/HES-000248
podvodní archeologie,underwater archaeology,teater,34,https://teater.aiscr.cz/id/34
podzemní štola,drift,teater,1743,https://teater.aiscr.cz/id/1743
pohan,pagan,teater,826,https://teater.aiscr.cz/id/826
pohanství,paganism,teater,825,https://teater.aiscr.cz/id/825
pohoří,mountain range,teater,960,https://teater.aiscr.cz/id/960
pohraniční konflikt,border conflict,teater,3538,https://teater.aiscr.cz/id/3538
pohádka,folk tale,teater,4285,https://teater.aiscr.cz/id/4285
pohár,beaker,teater,2066,https://teater.aiscr.cz/id/2066
pohár/číše,beaker/goblet,amcr,HES-000722,https://api.aiscr.cz/id/HES-000722
pohřbívání,burial activity,amcr,HES-000002,https://api.aiscr.cz/id/HES-000002
pohřeb,burial,teater,383,https://teater.aiscr.cz/id/383
pohřeb kostrový,inhumation burial,amcr,HES-000434,https://api.aiscr.cz/id/HES-000434
pohřeb v sídlištním objektu,burial in settlement context,amcr,HES-000437,https://api.aiscr.cz/id/HES-000437
pohřeb zvířete,animal burial,amcr,HES-000436,https://api.aiscr.cz/id/HES-000436
pohřeb žárový,cremation burial,amcr,HES-000435,https://api.aiscr.cz/id/HES-000435
pohřebiště,burrial ground,teater,1411,https://teater.aiscr.cz/id/1411
pohřebiště v sakralní stavbě,burials in sacral building,teater,1412,https://teater.aiscr.cz/id/1412
pohřebiště v sakrální stavbě,burials in sacral building,amcr,HES-000077,https://api.aiscr.cz/id/HES-000077
pohřebiště/hřbitov,cemetery/graveyard,amcr,HES-000027,https://api.aiscr.cz/id/HES-000027
pohřební areál,burial site,amcr,HES-000025,https://api.aiscr.cz/id/HES-000025
pohřební objekt,funerary structure,amcr,HES-000426,https://api.aiscr.cz/id/HES-000426
pohřební obřad,funeral ceremony,teater,384,https://teater.aiscr.cz/id/384
pointilismus (umění),pointilism (art),teater,525,https://teater.aiscr.cz/id/525
pojivo,binder,amcr,HES-000740,https://api.aiscr.cz/id/HES-000740
poklad,treasure,teater,1301,https://teater.aiscr.cz/id/1301
poklice,lid,teater,2067,https://teater.aiscr.cz/id/2067
poklička,lid,amcr,HES-000724,https://api.aiscr.cz/id/HES-000724
pokrmové tuky,food lipids,teater,606,https://teater.aiscr.cz/id/606
pokrývač,roofer,teater,3358,https://teater.aiscr.cz/id/3358
pokrývačské práce,roofing,teater,3357,https://teater.aiscr.cz/id/3357
pokrývky hlavy,cap,teater,2179,https://teater.aiscr.cz/id/2179
pole,cropland,amcr,HES-000039,https://api.aiscr.cz/id/HES-000039
polenta,polenta,teater,2427,https://teater.aiscr.cz/id/2427
polesí,Polesia,teater,3017,https://teater.aiscr.cz/id/3017
polis,poleis,teater,2732,https://teater.aiscr.cz/id/2732
politická elita,political elite,teater,3626,https://teater.aiscr.cz/id/3626
politické dějiny,political history,teater,592,https://teater.aiscr.cz/id/592
polní opevnění,field fortification,amcr,HES-000044,https://api.aiscr.cz/id/HES-000044
polocké knížectví,Principality of Polotsk,teater,3018,https://teater.aiscr.cz/id/3018
poloha podle katastru,location by cadastral area,amcr,HES-000864,https://api.aiscr.cz/id/HES-000864
polostrukturovaný rozhovor,semi-structured interview,teater,4317,https://teater.aiscr.cz/id/4317
polotovar,semifinished artefact,teater,2302,https://teater.aiscr.cz/id/2302
polsko,Poland,amcr,HES-001220,https://api.aiscr.cz/id/HES-001220
polygon,polygon,amcr,HES-001135,https://api.aiscr.cz/id/HES-001135
polygon archeologického průzkumu,archaeological survey polygon,amcr,HES-000132,https://api.aiscr.cz/id/HES-000132
polygon leteckého průzkumu,aerial survey polygon,amcr,HES-000111,https://api.aiscr.cz/id/HES-000111
polygon průzkumu,survey polygon,amcr,HES-001123,https://api.aiscr.cz/id/HES-001123
polyptychon,polyptych,teater,2247,https://teater.aiscr.cz/id/2247
polyteismus,polytheism,teater,822,https://teater.aiscr.cz/id/822
pomník/památník,memorial,amcr,HES-000128,https://api.aiscr.cz/id/HES-000128
pomocné vědy historické,auxiliary sciences of history,teater,624,https://teater.aiscr.cz/id/624
pomořansko,Pomerania,teater,3019,https://teater.aiscr.cz/id/3019
pontská říše,Kingdom of Pontus,teater,4088,https://teater.aiscr.cz/id/4088
popel,ash,teater,1943,https://teater.aiscr.cz/id/1943
popelnice,urn,amcr,HES-000726,https://api.aiscr.cz/id/HES-000726
popisná statistika,descriptive statistics,teater,841,https://teater.aiscr.cz/id/841
poplužní dvůr,Meierhof,teater,1427,https://teater.aiscr.cz/id/1427
popraviště,execution site,amcr,HES-000058,https://api.aiscr.cz/id/HES-000058
popularizace vědy,popularization of science,teater,79,https://teater.aiscr.cz/id/79
populační hustota,population density,teater,409,https://teater.aiscr.cz/id/409
populační růst,population growth,teater,407,https://teater.aiscr.cz/id/407
porcelán,porcelain,teater,2472,https://teater.aiscr.cz/id/2472
porod,childbirth,teater,385,https://teater.aiscr.cz/id/385
porodnost,natality,teater,410,https://teater.aiscr.cz/id/410
portoriko,Puerto Rico,amcr,HES-001221,https://api.aiscr.cz/id/HES-001221
portugalsko,Portugal,amcr,HES-001222,https://api.aiscr.cz/id/HES-001222
portál,portal,amcr,HES-000711,https://api.aiscr.cz/id/HES-000711
porážka zvířat,slaughter,teater,306,https://teater.aiscr.cz/id/306
pospolitost (ferdinand tönnies),Community (Ferdinand Tönnies),teater,4217,https://teater.aiscr.cz/id/4217
postdepoziční transformace,post-depositional transformation,teater,66,https://teater.aiscr.cz/id/66
postimpresionismus,post-impressionism,teater,526,https://teater.aiscr.cz/id/526
postmodernismus,Postmodernism,teater,4165,https://teater.aiscr.cz/id/4165
postprocesuální archeologie,post-processual archaeology,teater,8,https://teater.aiscr.cz/id/8
postroj/doprava,harness/transportation,amcr,HES-000742,https://api.aiscr.cz/id/HES-000742
poststrukturalismus,post-structuralism,teater,80,https://teater.aiscr.cz/id/80
poststrukturální antropologie,poststructuralism,teater,3902,https://teater.aiscr.cz/id/3902
posvátný háj,sacred grove,teater,3861,https://teater.aiscr.cz/id/3861
posvícení,kermesse,teater,4268,https://teater.aiscr.cz/id/4268
potrubí,plumbing pipe,amcr,HES-000741,https://api.aiscr.cz/id/HES-000741
poustevna,hermitage,teater,1729,https://teater.aiscr.cz/id/1729
poustevnice,anchoress,teater,3124,https://teater.aiscr.cz/id/3124
poustevnictví,hermitage,teater,799,https://teater.aiscr.cz/id/799
poustevník,hermit,teater,3125,https://teater.aiscr.cz/id/3125
poutko,loop,teater,2349,https://teater.aiscr.cz/id/2349
poutní místo,pilgrimage place,teater,1349,https://teater.aiscr.cz/id/1349
pouzdro,case,teater,2327,https://teater.aiscr.cz/id/2327
použitelný,useable,amcr,HES-000238,https://api.aiscr.cz/id/HES-000238
povolžské bulharsko,Volga Bulgaria,teater,3020,https://teater.aiscr.cz/id/3020
povolžští bulhaři,Volga Bulgarians,teater,2714,https://teater.aiscr.cz/id/2714
povozník,carter,teater,3192,https://teater.aiscr.cz/id/3192
povrch,surface,amcr,HES-000242,https://api.aiscr.cz/id/HES-000242
povrch sondy,trench surface,amcr,HES-001157,https://api.aiscr.cz/id/HES-001157
povrchová úprava keramiky,ceramics finishing,teater,3276,https://teater.aiscr.cz/id/3276
povrchový důl,opencast mine,teater,1462,https://teater.aiscr.cz/id/1462
povrchový nález,surface find,amcr,HES-001049,https://api.aiscr.cz/id/HES-001049
povrchový sběr,surface collection survey,amcr,HES-001050,https://api.aiscr.cz/id/HES-001050
povstání andriska (151-148 př. kr.),revolt of Andriscus (150-148 B.C.),teater,2686,https://teater.aiscr.cz/id/2686
povídka,short story,teater,4288,https://teater.aiscr.cz/id/4288
pověst,legend,teater,4287,https://teater.aiscr.cz/id/4287
pozdní doba bronzová,Final Bronze Age,amcr,HES-001484,https://api.aiscr.cz/id/HES-001484
pozdní doba laténská (ltd),Final La Tène Period (LtD),amcr,HES-001462,https://api.aiscr.cz/id/HES-001462
pozdní paleolit,Epipalaeolithic,amcr,HES-001468,https://api.aiscr.cz/id/HES-001468
pozdní středohradištní období,Final Middle Hillfort Period,amcr,HES-000278,https://api.aiscr.cz/id/HES-000278
pozdní středověk,Late Middle Ages,amcr,HES-000271,https://api.aiscr.cz/id/HES-000271
pozdní středověk (historiografie),Late Middle Ages (historiography),teater,1263,https://teater.aiscr.cz/id/1263
